rho_15_3,rho_15_6,rho_15_14,rho_15_15,image_name,cosine_sim,sal_diff_norm,SmoothHR_Score_0.4,SmoothLR_Score_0.4,SmoothHR_Score_0.5,SmoothLR_Score_0.5,SmoothHR_Score_0.55,SmoothLR_Score_0.55,SmoothHR_Score_0.6,SmoothLR_Score_0.6,SmoothHR_Score_0.65,SmoothLR_Score_0.65,SmoothHR_Score_0.7,SmoothLR_Score_0.7,SmoothHR_Score_0.75,SmoothLR_Score_0.75,SmoothSqHR_Score_0.4,SmoothSqLR_Score_0.4,SmoothSqHR_Score_0.5,SmoothSqLR_Score_0.5,SmoothSqHR_Score_0.55,SmoothSqLR_Score_0.55,SmoothSqHR_Score_0.6,SmoothSqLR_Score_0.6,SmoothSqHR_Score_0.65,SmoothSqLR_Score_0.65,SmoothSqHR_Score_0.7,SmoothSqLR_Score_0.7,SmoothSqHR_Score_0.75,SmoothSqLR_Score_0.75,Unnamed: 0_grad,HR_Score_0.4_grad,LR_Score_0.4_grad,HR_Score_0.5_grad,LR_Score_0.5_grad,HR_Score_0.55_grad,LR_Score_0.55_grad,HR_Score_0.6_grad,LR_Score_0.6_grad,HR_Score_0.65_grad,LR_Score_0.65_grad,HR_Score_0.7_grad,LR_Score_0.7_grad,HR_Score_0.75_grad,LR_Score_0.75_grad,Unnamed: 0_norm,HR_Score_0.4_norm,LR_Score_0.4_norm,HR_Score_0.5_norm,LR_Score_0.5_norm,HR_Score_0.55_norm,LR_Score_0.55_norm,HR_Score_0.6_norm,LR_Score_0.6_norm,HR_Score_0.65_norm,LR_Score_0.65_norm,HR_Score_0.7_norm,LR_Score_0.7_norm,HR_Score_0.75_norm,LR_Score_0.75_norm
0.5216444,-0.023812773,-0.03257373,1.0,MIDRC-RICORD-1C-419639-000484-56426-0.png,0.048960567,76.49196,0.4358974358750822,0.4327731092255137,0.42857142851020413,0.3763440859810383,0.4565217390311909,0.2812499999560547,0.4999999998529412,0.33333333324786324,0.6190476187528344,0.22727272716942148,0.5333333329777777,0.29411764688581316,0.571428570612245,0.1999999998,0.5294117646020761,0.2777777777006173,0.4687499998535156,0.2352941175086505,0.4117647056401384,0.2222222219753086,0.4999999995833333,0.12499999984374999,0.5454545449586776,0.0,0.7499999990624999,0.0.1,0.5999999988,0.0.2,0,0.7984496117841476,0.7391304331758034,0.8783783771913807,0.666666662962963,0.9166666651388888,0.6666666611111112,0.937499998046875,0.5714285632653062,0.9062499971679688,0.4999999875000003,0.8999999955,0.0,0.9230769159763316,0.0,0,0.9999999500000026,0.9999999888888892,0.99999990000001,0.9999999857142858,0.99999990000001,0.9999999857142858,0.99999990000001,0.9999999833333336,0.99999990000001,0.9999999750000006,0.99999990000001,0.9999999750000006,0.99999990000001,0.9999999750000006
0.60375637,0.19114542,0.032569267,0.9999999,COVID-2009.png,0.1859982,125.08412,0.8437499999121094,0.825503355649295,0.92499999976875,0.8529411763451558,0.9230769227218936,0.8409090907179751,0.9999999992857144,0.928571428239796,0.999999999090909,0.9999999992307692,0.9999999983333332,0.9999999991666666,0.9999999975,0.999999999,0.9999999995454544,0.9999999995833332,0.9999999988888888,0.9999999991666666,0.9999999985714286,0.999999998,0.9999999985714286,0.9999999975,0.9999999983333332,0.999999995,0.999999998,0.999999995,0.9999999966666668,0.999999995,1,0.9645390064081284,0.9478260861323252,0.9583333323350696,0.999999998529412,0.971830984546717,0.9999999982142856,0.9672131131685032,0.999999997368421,0.9772727250516527,0.9999999964285714,0.9999999966666666,0.9999999944444444,0.999999995652174,0.9999999909090912,1,0.7133333328577778,0.9603960386530732,0.8314606732230779,0.9999999983050848,0.8732394353898036,0.9999999976744186,0.8833333318611111,0.9999999966666666,0.934782606663516,0.999999995,0.999999996875,0.9999999928571428,0.999999995652174,0.9999999888888892
0.57778937,0.24761024,0.074071325,1.0000002,COVID-3168.png,0.14939085,117.78724,0.842105263010157,0.5645933014083926,0.9062499997167968,0.6999999999300001,0.919999999632,0.749999999889706,0.913043477863894,0.7441860463385613,0.9166666659027776,0.8333333330555556,0.999999999,0.8636363632438017,0.9999999985714286,0.894736841634349,0.9032258061602496,0.8367346937067889,0.9999999994117648,0.8965517238287752,0.9999999992857144,0.9999999995652172,0.999999999090909,0.9999999994117648,0.99999999875,0.9999999991666666,0.99999999875,0.9999999983333332,0.9999999985714286,0.9999999975,2,0.9130434774669188,0.95999999936,0.9882352929550172,0.9772727261621902,0.9999999985915494,0.986301368511916,0.9999999983870967,0.9999999983333332,0.999999998,0.9999999978723404,0.9999999972222222,0.9999999967741936,0.9999999962962962,0.9999999952380952,2,0.5246478871392084,0.498039215490965,0.4766839375768477,0.4888888886172839,0.4394904455799424,0.4285714282798834,0.3548387093912591,0.3584905656995372,0.3168316828546221,0.2976190472647392,0.2533333329955555,0.1666666663888888,0.2586206892092746,0.0952380950113378
0.42300996,0.18654718,0.12906344,1.0000002,COVID-3447.png,0.124511264,128.41338,0.5151515151202938,0.3691275167537498,0.4761904761148904,0.3695652173109641,0.4878048779298037,0.5416666664409722,0.5454545452066115,0.5624999996484374,0.4666666663555555,0.6363636357851239,0.5999999993999999,0.7499999990624999,0.8333333319444445,0.8571428559183674,0.484848484701561,0.7083333330381945,0.7333333328444444,0.7333333328444444,0.8999999991,0.7142857137755102,0.8571428559183674,0.7777777769135802,0.9999999983333332,0.8571428559183674,0.9999999983333332,0.8333333319444445,0.9999999975,0.9999999975,3,0.8437499991210938,0.6493506489289931,0.8909090892892562,0.6574074067986969,0.9047619026077096,0.6588235286366783,0.9374999970703124,0.685714284734694,0.9615384578402366,0.6885245890352055,0.9999999941176472,0.7499999982954545,0.9999999909090912,0.6666666644444444,3,0.657142856767347,0.5109890107082478,0.5871559627640771,0.4509803917147251,0.5696202524435187,0.3582089546892404,0.5263157885503231,0.2083333328993055,0.5217391293005671,0.1842105258310249,0.5172413775267538,0.1481481475994513,0.4761904739229025,0.1999999986666666
0.5137477,0.16019483,0.072869785,0.99999994,COVID-2928.png,0.15910143,109.96114,0.7560975607911957,0.7226277371735308,0.8888888883950616,0.6999999998833333,0.8461538455029586,0.710526315602493,0.7999999992,0.7619047615419501,0.7777777769135802,0.7999999994666667,0.7142857132653061,0.8571428565306122,0.5999999988,0.7999999992,0.7272727266115702,0.8571428567346938,0.7499999990624999,0.9166666659027776,0.7499999990624999,0.8888888879012344,0.7499999990624999,0.9999999985714286,0.5999999988,0.9999999975,0.999999995,0.9999999966666668,0.999999995,0.9999999966666668,4,0.4615384609467456,0.5584415577163097,0.4772727261880165,0.649999998375,0.5333333315555555,0.758620687039239,0.5238095213151928,0.8999999955,0.5714285673469388,0.99999999375,0.6363636305785125,0.9999999916666668,0.6249999921875001,0.9999999888888892,4,0.5566037730598078,0.6369047615256519,0.5909090900137741,0.6330275223550207,0.6136363622417356,0.6046511620876149,0.7499999973214285,0.535714284757653,0.7499999953125,0.5128205115055884,0.6999999930000002,0.5333333315555555,0.8333333194444447,0.6315789440443214
0.21252227,-0.08563707,0.07337428,1.0,tpmd200203f2-b.png,0.040318854,14.154487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.3943661966276532,0.3253012044273479,0.4222222212839506,0.3191489354911724,0.4444444432098765,0.2571428564081632,0.5161290305931321,0.2499999991071428,0.6190476160997732,0.1999999989999999,0.7058823487889273,0.1428571418367347,0.7333333284444445,0.1818181801652892,5,0.9999999916666668,0.9999999750000006,0.9999999909090912,0.9999999666666678,0.9999999875000002,0.9999999500000026,0.9999999857142858,0.99999990000001,0.9999999833333336,0.99999990000001,0.9999999833333336,0.99999990000001,0.9999999800000005,0.99999990000001
0.45122474,0.115448125,0.009183286,0.99999994,COVID-1933.png,0.16109037,136.83212,0.8009367681311256,0.966666666612963,0.8920454544947701,0.9999999998529412,0.911504424698097,0.9999999997727272,0.9277108432617216,0.9999999996666666,0.95555555534321,0.9999999995238096,0.9374999997070312,0.99999999875,0.894736841634349,0.999999998,0.9411764703114188,0.9999999998076924,0.894736841634349,0.9999999996153844,0.8461538455029586,0.9999999994444444,0.8181818174380164,0.999999999090909,0.6666666644444444,0.999999998,0.6666666644444444,0.999999998,0.4999999975,0.9999999975,6,0.9999999988095238,0.9782608685018904,0.999999997826087,0.9999999981818182,0.9999999972222222,0.9999999976744186,0.9999999954545454,0.999999997368421,0.9999999909090912,0.999999996875,0.9999999857142858,0.9999999952380952,0.9999999750000006,0.9999999944444444,6,0.7896440126894355,0.8012820510252301,0.8274111670926847,0.8476190472154195,0.8364779868952968,0.870588234782007,0.837209301676582,0.893129770310588,0.8888888879012347,0.9166666657118056,0.8870967727627471,0.9104477598351528,0.9166666641203703,0.9999999974358974
0.5762956,0.12231135,-0.028981276,1.0000001,COVID-1629.png,0.17793445,116.60459,0.7696969696736455,0.9620253163948084,0.8499999999392857,0.9838709675832468,0.8255813952528395,0.97619047595805,0.8448275860612366,0.9999999996153844,0.9142857140244898,0.9999999992307692,0.9230769227218936,0.99999999875,0.944444443919753,0.99999999875,0.8840579708863685,0.9999999995,0.92499999976875,0.999999999090909,0.8928571425382653,0.99999999875,0.8823529406574394,0.99999999875,0.9285714279081632,0.9999999983333332,0.9090909082644628,0.9999999975,0.8333333319444445,0.9999999966666668,7,0.728395060829142,0.8837209281773931,0.8269230753328403,0.9565217349716446,0.8717948695595004,0.9444444391975308,0.8888888855967078,0.9999999888888892,0.947368416066482,0.9999999857142858,0.9999999923076924,0.9999999666666678,0.9999999800000005,0.9999999666666678,7,0.5133928569136639,0.5566037733223568,0.553956834133844,0.6222222217613169,0.560344827103151,0.6249999993990385,0.5340909084839877,0.6588235286366783,0.5555555546737213,0.7166666654722222,0.5909090895661157,0.8095238075963719,0.7407407379972565,0.8888888839506173
0.6173017,-0.07005856,-0.0018363809,1.0000001,MIDRC-RICORD-1C-419639-001647-89457-1.png,0.042101704,84.933395,0.4684210526069252,0.991525423644786,0.4096385541675134,0.9999999998333332,0.3770491802660575,0.9999999997435898,0.4318181817200413,0.9999999996551724,0.4333333331888889,0.9999999994444444,0.4230769229142012,0.9999999992857144,0.4374999997265625,0.9999999985714286,0.3934426228863208,0.9999999996969696,0.3658536584473527,0.9999999994117648,0.3333333332222222,0.9999999992307692,0.359999999856,0.999999999090909,0.4285714283673469,0.9999999988888888,0.4117647056401384,0.9999999985714286,0.3333333330555555,0.999999998,8,0.8846153829142012,0.9999999987012989,0.999999995652174,0.9999999972972972,0.9999999944444444,0.999999996,0.9999999928571428,0.99999999375,0.9999999909090912,0.9999999923076924,0.9999999875000002,0.9999999888888892,0.9999999833333336,0.9999999875000002,8,0.9999999962962962,0.9999999857142858,0.9999999944444444,0.9999999750000006,0.9999999928571428,0.9999999666666678,0.9999999916666668,0.9999999666666678,0.9999999909090912,0.9999999500000026,0.9999999888888892,0.9999999500000026,0.9999999833333336,0.9999999500000026
0.6958934,0.14964561,0.08133954,1.0000001,COVID-1667.png,0.17546245,119.9249,0.9180327867347488,0.926229508120801,0.9565217387145556,0.9777777775604938,0.9999999991666666,0.9999999996153844,0.999999999,0.999999999473684,0.9999999985714286,0.9999999992307692,0.999999995,0.999999999,0.999999995,0.99999999875,0.9999999994117648,0.9999999996875,0.99999999875,0.999999999375,0.9999999966666668,0.999999999090909,0.9999999966666668,0.9999999985714286,0.999999995,0.9999999983333332,0.9999999900000002,0.9999999975,0.9999999900000002,0.9999999966666668,9,0.9999999975,0.907692306295858,0.9999999962962962,0.9999999975,0.9999999952380952,0.999999996969697,0.9999999928571428,0.999999996551724,0.9999999900000002,0.9999999952380952,0.9999999800000005,0.9999999916666668,0.9999999750000006,0.9999999875000002,9,0.5392156860101884,0.5836298930307366,0.5887850461787056,0.64999999959375,0.6707317064991077,0.6666666661498708,0.7692307677514792,0.6976744177934019,0.7567567547114682,0.724137929785969,0.7999999968,0.7674418586803677,0.74999999625,0.735294115484429
0.46009812,0.017294943,0.24046037,1.0,COVID-3541.png,0.15134943,101.10073,0.5900621117890256,0.5833333333101852,0.5999999999707317,0.545454545399449,0.5925925925486968,0.5263157893813482,0.6071428570705782,0.4666666665111111,0.6274509802691273,0.4444444441975308,0.6666666664957265,0.4999999996428571,0.6666666663888888,0.4999999994999999,0.679999999864,0.4186046510654407,0.8181818178099173,0.3999999998,0.9333333327111112,0.374999999765625,0.999999999090909,0.4615384611834319,0.9999999985714286,0.2999999996999999,0.999999998,0.2857142853061225,0.9999999975,0.3333333327777777,10,0.6746987943678329,0.6249999988839285,0.7575757552800735,0.7142857117346939,0.7407407379972565,0.74999999625,0.7777777734567901,0.7222222182098765,0.7142857091836735,0.7647058778546713,0.6666666592592594,0.7999999946666667,0.4999999916666668,0.9090909008264464,10,0.906432748007934,0.8092485544455211,0.9795918357351104,0.9139784936408832,0.9999999987654322,0.9577464775243008,0.9999999985074628,0.9814814796639232,0.9999999979591836,0.9999999972972972,0.9999999971428573,0.9999999964285714,0.9999999958333332,0.9999999941176472
0.570776,0.12901127,0.042037267,1.0,COVID-1364.png,0.19223854,99.820274,0.7921225382758835,0.7969230768985562,0.8341232227092832,0.8592592591956104,0.8456375838358632,0.8876404493384674,0.8645833332432726,0.9333333331777778,0.822580645028616,0.97872340404708,0.8888888886419752,0.9999999996551724,0.8499999995749999,0.9999999995238096,0.8829787233103215,0.9761904760742632,0.88636363616219,0.9999999997777778,0.8787878785215794,0.9999999997222222,0.913043477863894,0.9999999996428572,0.8888888883950616,0.999999999473684,0.8461538455029586,0.9999999993333332,0.8181818174380164,0.9999999991666666,11,0.9999999909090912,0.9999999875000002,0.9999999800000005,0.9999999833333336,0.9999999666666678,0.9999999833333336,0.9999999500000026,0.9999999750000006,0.9999999500000026,0.9999999750000006,0.9999999500000026,0.9999999666666678,0.9999999500000026,0.9999999666666678,11,0.9999999990384616,0.9802631572498268,0.9999999984848486,0.9999999990476192,0.999999997826087,0.9999999988372094,0.9999999970588236,0.9999999984126984,0.9999999952380952,0.9999999979166666,0.9999999916666668,0.9999999970588236,0.9999999875000002,0.999999996
0.21526444,0.2349629,0.12381844,1.0,COVID-1226.png,0.10002805,94.74478,0.0791366906417887,0.0748898678381105,0.0727272727140495,0.0531914893560434,0.0,0.0655737704810534,0.0,0.02325581394808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.9767441837750136,0.969696966758494,0.9999999966666666,0.999999995,0.999999995652174,0.999999994736842,0.999999994736842,0.9999999941176472,0.9999999941176472,0.99999999375,0.9999999928571428,0.9999999916666668,0.9999999900000002,0.9999999888888892,12,0.9708737854651712,0.935344827183041,0.9836065557645794,0.9624999993984376,0.9999999976744186,0.9692307684852072,0.9999999964285714,0.9595959586266708,0.9999999958333332,0.9746835430700208,0.99999999375,0.9636363618842976,0.9999999909090912,0.9749999975625
0.36252698,0.21890755,0.073569424,1.0000001,COVID-2080.png,0.16237636,65.57572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.8809523788548753,0.6173913038109641,0.999999996,0.5373134320338606,0.999999995,0.5471698102883589,0.9999999941176472,0.5384615370808679,0.9999999916666668,0.5172413775267538,0.9999999900000002,0.4999999974999999,0.9999999857142858,0.437499997265625,13,0.5230769222721894,0.4705882346020761,0.5416666655381944,0.4117647046712803,0.4999999986842105,0.3928571414540816,0.3333333320987654,0.3333333314814815,0.2222222209876543,0.1818181801652892,0.0714285709183673,0.0,0.0,0.0
0.5725745,0.14663988,0.1282859,1.0,COVID-1769.png,0.19006303,91.20468,0.7621145374281473,0.8651685392772377,0.746411483217875,0.896103895987519,0.7337662337185866,0.9038461536723372,0.7171717170992756,0.87499999978125,0.6718749998950196,0.8076923073816568,0.6923076921301775,0.7222222218209876,0.6666666663888888,0.6363636357851239,0.7153284671010709,0.8275862067538644,0.7812499998779298,0.7692307689349113,0.7608695650519849,0.7894736837950138,0.7714285712081632,0.6923076917751478,0.8695652170132325,0.5999999993999999,0.8888888883950616,0.4285714279591837,0.999999999090909,0.1999999996,14,0.9298245597722375,0.9999999981132076,0.9677419323621228,0.9999999970588236,0.9999999944444444,0.999999996,0.9999999909090912,0.999999995,0.9999999857142858,0.9999999928571428,0.9999999800000005,0.9999999857142858,0.9999999666666678,0.9999999750000006,14,0.8602941170144897,0.7570093450869072,0.96153846030572,0.8360655723998925,0.9692307677396452,0.8636363616735537,0.9999999981132076,0.8749999972656249,0.9999999972972972,0.91999999632,0.9999999962962962,0.999999994736842,0.9999999952380952,0.9999999944444444
0.4272297,0.27274787,-0.064456694,0.9999999,MIDRC-RICORD-1C-419639-001122-44476-1.png,0.16495034,30.774546,0.0,0.0689655172294887,0.0,0.0370370370233196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.5271084335761721,0.7999999994285715,0.588832487010745,0.8461538450690336,0.5945945941928416,0.8615384602130178,0.6458333326605903,0.8771929809172053,0.6666666657004832,0.8958333314670138,0.6999999986,0.9189189164353544,0.6896551700356718,0.9999999954545454,15,0.1212121210896847,0.3505154635561696,0.0,0.3499999994166666,0.0,0.3255813945916712,0.0,0.3437499989257812,0.0,0.2692307681952662,0.0,0.2105263146814404,0.0,0.1538461526627219
0.63843113,0.06846019,0.22156824,1.0000001,COVID-2660.png,0.15357012,139.1813,0.3562091503151565,0.4954545454320248,0.314049586750905,0.5555555554994389,0.3797468353949688,0.6461538460544379,0.3488372092212006,0.7499999998125,0.3333333332098765,0.749999999765625,0.3333333331111111,0.7826086953119092,0.4999999993749999,0.9333333327111112,0.4047619046655328,0.7796610168170066,0.4761904759637188,0.9117647056141868,0.5294117643944637,0.9655172410463734,0.5999999993999999,0.9999999995238096,0.571428570612245,0.9999999992857144,0.49999999875,0.9999999992307692,0.6666666644444444,0.999999999,16,0.955882352238322,0.9663865538097592,0.9523809512471656,0.99999999875,0.9999999984126984,0.9999999985074628,0.9999999978723404,0.999999998,0.9999999972222222,0.9999999976744186,0.999999996551724,0.999999996875,0.9999999954545454,0.999999996,16,0.7314814811428326,0.8924050627263259,0.8148148140603567,0.9880952369189344,0.9466666654044446,0.9999999984615384,0.9999999981818182,0.9999999982142856,0.9999999976190476,0.9999999972972972,0.9999999967741936,0.9999999964285714,0.99999999375,0.9999999928571428
0.7450857,0.0193423,0.09507076,1.0,MIDRC-RICORD-1C-SITE2-000118-60279-0.png,0.093609735,62.194916,0.369999999963,0.619354838669719,0.3921568626682045,0.6428571427653061,0.4324324323155588,0.6481481480281207,0.4230769229142012,0.5862068963495838,0.3333333331481481,0.5909090906404958,0.1818181816528925,0.666666666111111,0.2499999996874999,0.7142857132653061,0.3023255813250405,0.6170212764644636,0.1999999999,0.6666666663492063,0.2352941175086505,0.6666666662222221,0.214285714132653,0.666666666111111,0.1818181816528925,0.6249999992187499,0.2499999996874999,0.6666666655555555,0.1999999996,0.9999999900000002,17,0.999999997826087,0.9999999900000002,0.999999996969697,0.9999999875000002,0.999999996551724,0.9999999857142858,0.9999999954545454,0.9999999666666678,0.9999999928571428,0.9999999500000026,0.9999999909090912,0.9999999500000026,0.9999999900000002,0.99999990000001,17,0.52808988704709,0.6956521729048519,0.5322580636576483,0.7333333317037037,0.5106382967858759,0.7105263139196676,0.6060606042240587,0.6969696948576676,0.55999999776,0.7083333303819445,0.4666666635555556,0.6874999957031249,0.3636363603305785,0.7142857091836735
0.34272134,0.12977344,0.06757648,0.9999999,COVID-3084.png,0.20057,106.22344,0.927152317819394,0.6825842696437476,0.9999999998148148,0.7806451612399583,0.9999999997142855,0.829999999917,0.9999999995238096,0.916666666539352,0.999999999090909,0.9433962262370952,0.99999999875,0.92499999976875,0.999999998,0.9666666663444444,0.9999999994117648,0.9090909090157776,0.99999999875,0.9146341462299228,0.9999999983333332,0.9016393441144852,0.9999999975,0.89999999982,0.9999999975,0.8837209300270417,0.9999999966666668,0.9374999997070312,0.9999999966666668,0.919999999632,18,0.9999999987951808,0.999999998245614,0.9999999980392156,0.999999996969697,0.9999999972222222,0.9999999962962962,0.999999996,0.999999995,0.9999999944444444,0.9999999900000002,0.9999999933333334,0.9999999857142858,0.9999999900000002,0.9999999857142858,18,0.670270269907962,0.4831460668728696,0.7083333327430555,0.3714285703673469,0.6808510631054776,0.3181818167355372,0.693333332408889,0.187499998828125,0.7636363622479339,0.0,0.7560975591314694,0.0,0.8148148117969821,0.0
